input	gold
でもたりなくなるとにゅうよくちゅうになくなるのではとふあんになってこっそりにっちゅうのでんりょくではつでんしていたりする	でも足りなくなると入浴中になくなるのではと不安になってこっそり日中の電力で発電していたりする
ではははじぶんがおゆをむだづかいしたからじぶんはおふろにはいらないゆきよさんのにゅうよくぶんのおゆをかくほしよーとするのです	で母は自分がお湯を無駄遣いしたから自分はお風呂にはいらない幸代さんの入浴分のお湯を確保しようとするんです
でもゆりょうはじゅうぶんでさいごのいちめもりーでもばすたぶいちはいぶんくらいはあるのですがにめもりーになるとふあんになるらしいです	でも湯量は十分で最後の１メモリでもバスタブ1杯分くらいはあるんですが2メモリになると不安になるらしいです
よゆうがほしいだけみたいなのです	余裕が欲しいだけ見たいなんです
さきにきゅうとうきのおゆをつかいきってくれというはなしですか	先に給湯器のお湯を使い切ってくれという話ですか
まあそうです	まあそうです
ひつようりょういちぜろぱーせんとくらいでわかしてくれるからきゅうぜろぱーせんとくらいつかうのがりそう	必要量10％くらいで沸かしてくれるから90％くらい使うのが理想
わたくしとちちのげーむ	私と父のゲーム
でもはははそれをたのしめないたいぷなのですよね	でも母はそれを楽しめないタイプなんですよね
そしてしようりょうをかんりされるのがいやでおちちさんはこまかい	そして使用量を管理されるのが嫌でお父さんは細かい
とふんがいしております	と憤慨しております
おんなごころはむずかしい	女心は難しい
しようりょうのめもりーにてーぷはってわからなくしましょー	使用量のメモリにテープ貼ってわからなくしましょう
それではわれわれのたのしみが	それではわれわれの楽しみが
もにたりんぐしてけいこうかんりすることのたのしみがうしなわれる	モニタリングして傾向管理することの楽しみが失われる
すまほでみれたりできたらよいのですけれどね	スマホで見れたりできたらいいんですけどね
できるとおもうのですがせつめいしょをよまないわたくしにはわからない	出来ると思うんですが説明書を読まない私にはわからない
