input	gold
らすとくりすますちーむがゆうしょうしおだゆうじがてーぶるくろすにちょうせんするがしっぱい	ラストクリスマスチームが優勝し織田裕二がテーブルクロスに挑戦するが失敗
ほたるはらとおるがでているときずきわらってよいとも	蛍原徹が出ていると気づき笑っていいとも
ちーむがいじっていた	チームがいじっていた
へいきんしちょうりつはいちはちご	平均視聴率は185
にぜろぜろごねん	2005年
はるのたいかい	春の大会
ばんぐみめいわらってよいとも	番組名笑っていいとも
ぜろごしゅんのさいてんえすぴー	05春の祭典SP
ほうそうにちにぜろぜろごねんよんがついちいちにちげつようひ	放送日2005年4月11日月曜日
そうごうしかいもりたかずよしなかいまさひろ	総合司会森田一義中居正広
しんこうなかのみなこふじてれびあなうんさーげんざいはたいしゃ	進行中野美奈子フジテレビアナウンサー現在は退社
あしすたんといわんじょんいわんそーんつぇふいわんじょんおこなーじょん	アシスタントイワンジョンイヴァンソーンツェフイワンジョンオコーナージョン
わらってよいとも	笑っていいとも
ぽっぽっぽものまね	ポッポッポものまね
こせいばくはつばらばらちょいす	個性爆発バラバラチョイス
だいにかいよいともあーちぇりーにだいめおうじゃはきむらたくや	第2回いいともアーチェリー2代目王者は木村拓哉
あなたのしってるようでしらないせかい	あなたの知ってるようで知らない世界
はるまんかいおみたてじぇすちゃー	春満開お見立てジェスチャー
あおきさやかをいじってるときばくしょうもんだいのおおたがなかいのおしりをさわった	青木さやかをいじってる時爆笑問題の太田が中居のオシリを触った
そのごおおたはやすだだいさーかすのくろちゃんやほりがきむらのまねをするときにつかうふれーずおい	その後太田は安田大サーカスのクロちゃんやホリが木村の真似をするときに使うフレーズおい
まてよをしゃべってものまねをしたりしていた	待てよを喋ってものまねをしたりしていた
そのごたもりがいまやばいじきだからとはつげんしていた	その後タモリが今ヤバイ時期だからと発言していた
ぽっぽっぽものまねではこゆきがあんがーるまつしたなおがこまねちをしらなかったのかびーとたけしおぐらゆうこがむらかみしょーじをしらなかったことがはんめいした	ポッポッポものまねでは小雪がアンガールズ松下奈緒がコマネチを知らなかったのかビートたけし小倉優子が村上ショージを知らなかったことが判明した
おおたひかりがすわるさいにおきゃくさんにむけてすわっていた	太田光が座る際にお客さんに向けて座っていた
さいしゅうもんだいのえすえむえーぴーではうえのじゅりがなかいのじをなかい	最終問題のSMAPでは上野樹里が中居の字を中井
さんとまちがえるかいとうがはっせいした	さんと間違える解答が発生した
あなたのしってるようでしらないせかいのときになかいがきむらたくやのなまえをきむらたくだとかむ	あなたの知ってるようで知らない世界のときに中居が木村拓哉の名前をきむらたくだと噛む
らすとげーむではまがりかどのかのじょがげーむをおこなうさいてろっぷがぼーなすげーむのひょうじにかわってしまいいちどすとっぷしてしまうはぷにんぐがおきた	ラストゲームでは曲がり角の彼女がゲームを行う際テロップがボーナスゲームの表示に変わってしまい一度ストップしてしまうハプニングが起きた
しかしすかさずなかいがあいどるたーんをひろうしてごまかした	しかしすかさず中居がアイドルターンを披露して誤魔化した
まがりかどのかのじょちーむがゆうしょうしいなもりいずみがてーぶるくろすにちょうせんしせいこう	曲がり角の彼女チームが優勝し稲森いずみがテーブルクロスに挑戦し成功
しちょうりつはにいちぜろ	視聴率は210
りこんべんごしがばんぐみしじょうはつのにどめのしゅつえんをはたす	離婚弁護士が番組史上初の2度目の出演を果たす
あきのたいかい	秋の大会
ばんぐみめいわらってよいとも	番組名笑っていいとも
にぜろぜろごしゅうのさいてんえすぴー	2005秋の祭典SP
ほうそうにちにぜろぜろごねんいちぜろがつさんにちげつようひ	放送日2005年10月3日月曜日
そうごうしかいもりたかずよしなかいまさひろ	総合司会森田一義中居正広
しんこうなかのみなこふじてれびあなうんさーげんざいはたいしゃ	進行中野美奈子フジテレビアナウンサー現在は退社
あしすたんといわんじょんいわんそーんつぇふいわんじょんおこなーじょん	アシスタントイワンジョンイヴァンソーンツェフイワンジョンオコーナージョン
わらってよいとも	笑っていいとも
めざせ	目指せ
